"Notes","Residence County","Residence County Code","Sex","Sex Code","Five-Year Age Groups","Five-Year Age Groups Code",Deaths,Population,Crude Rate,Crude Rate Lower 95% Confidence Interval,Crude Rate Upper 95% Confidence Interval
,"Pondera County, MT","30073","Female","F","95-99 years","95-99",15,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Pondera County, MT","30073","Female","F","100+ years","100+",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Pondera County, MT","30073","Female","F","Not Stated","NS",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable
"Total","Pondera County, MT","30073","Female","F",,,209,15015,1391.9,1203.2,1580.7
,"Pondera County, MT","30073","Male","M","< 1 year","1",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Pondera County, MT","30073","Male","M","1-4 years","1-4",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Pondera County, MT","30073","Male","M","5-9 years","5-9",0,1081,0.0,0.0,0.0
,"Pondera County, MT","30073","Male","M","10-14 years","10-14",Suppressed,1061,Suppressed,Suppressed,Suppressed
,"Pondera County, MT","30073","Male","M","15-19 years","15-19",Suppressed,950,Suppressed,Suppressed,Suppressed
,"Pondera County, MT","30073","Male","M","20-24 years","20-24",Suppressed,751,Suppressed,Suppressed,Suppressed
,"Pondera County, MT","30073","Male","M","25-29 years","25-29",Suppressed,827,Suppressed,Suppressed,Suppressed
,"Pondera County, MT","30073","Male","M","30-34 years","30-34",Suppressed,896,Suppressed,Suppressed,Suppressed
,"Pondera County, MT","30073","Male","M","35-39 years","35-39",Suppressed,940,Suppressed,Suppressed,Suppressed
,"Pondera County, MT","30073","Male","M","40-44 years","40-44",Suppressed,823,Suppressed,Suppressed,Suppressed
,"Pondera County, MT","30073","Male","M","45-49 years","45-49",Suppressed,724,Suppressed,Suppressed,Suppressed
,"Pondera County, MT","30073","Male","M","50-54 years","50-54",Suppressed,830,Suppressed,Suppressed,Suppressed
,"Pondera County, MT","30073","Male","M","55-59 years","55-59",12,925,1297.3,670.3,2266.1
,"Pondera County, MT","30073","Male","M","60-64 years ","60-64",22,1120,1964.3,1231.0,2973.9
,"Pondera County, MT","30073","Male","M","65-69 years","65-69",16,1088,1470.6,840.6,2388.1
,"Pondera County, MT","30073","Male","M","70-74 years","70-74",28,805,3478.3,2311.3,5027.1
,"Pondera County, MT","30073","Male","M","75-79 years","75-79",35,569,6151.1,4284.5,8554.8
,"Pondera County, MT","30073","Male","M","80-84 years","80-84",26,346,7514.5,4908.7,11010.4
,"Pondera County, MT","30073","Male","M","85-89 years","85-89",25,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Pondera County, MT","30073","Male","M","90-94 years","90-94",19,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Pondera County, MT","30073","Male","M","95-99 years","95-99",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Pondera County, MT","30073","Male","M","100+ years","100+",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Pondera County, MT","30073","Male","M","Not Stated","NS",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable
"Total","Pondera County, MT","30073","Male","M",,,217,15042,1442.6,1250.7,1634.6
"Total","Pondera County, MT","30073",,,,,426,30057,1417.3,1282.7,1551.9
,"Powder River County, MT","30075","Female","F","< 1 year","1",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Powder River County, MT","30075","Female","F","1-4 years","1-4",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Powder River County, MT","30075","Female","F","5-9 years","5-9",0,188,0.0,0.0,0.0
,"Powder River County, MT","30075","Female","F","10-14 years","10-14",Suppressed,194,Suppressed,Suppressed,Suppressed
,"Powder River County, MT","30075","Female","F","15-19 years","15-19",0,176,0.0,0.0,0.0
,"Powder River County, MT","30075","Female","F","20-24 years","20-24",0,184,0.0,0.0,0.0
,"Powder River County, MT","30075","Female","F","25-29 years","25-29",0,206,0.0,0.0,0.0
,"Powder River County, MT","30075","Female","F","30-34 years","30-34",0,199,0.0,0.0,0.0
,"Powder River County, MT","30075","Female","F","35-39 years","35-39",0,182,0.0,0.0,0.0
,"Powder River County, MT","30075","Female","F","40-44 years","40-44",0,191,0.0,0.0,0.0
,"Powder River County, MT","30075","Female","F","45-49 years","45-49",Suppressed,195,Suppressed,Suppressed,Suppressed
,"Powder River County, MT","30075","Female","F","50-54 years","50-54",0,252,0.0,0.0,0.0
,"Powder River County, MT","30075","Female","F","55-59 years","55-59",Suppressed,309,Suppressed,Suppressed,Suppressed
,"Powder River County, MT","30075","Female","F","60-64 years ","60-64",Suppressed,403,Suppressed,Suppressed,Suppressed
,"Powder River County, MT","30075","Female","F","65-69 years","65-69",Suppressed,435,Suppressed,Suppressed,Suppressed
,"Powder River County, MT","30075","Female","F","70-74 years","70-74",Suppressed,296,Suppressed,Suppressed,Suppressed
,"Powder River County, MT","30075","Female","F","75-79 years","75-79",Suppressed,224,Suppressed,Suppressed,Suppressed
,"Powder River County, MT","30075","Female","F","80-84 years","80-84",Suppressed,169,Suppressed,Suppressed,Suppressed
,"Powder River County, MT","30075","Female","F","85-89 years","85-89",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Powder River County, MT","30075","Female","F","90-94 years","90-94",12,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Powder River County, MT","30075","Female","F","95-99 years","95-99",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Powder River County, MT","30075","Female","F","100+ years","100+",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Powder River County, MT","30075","Female","F","Not Stated","NS",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable
"Total","Powder River County, MT","30075","Female","F",,,46,4203,1094.5,801.3,1459.9
,"Powder River County, MT","30075","Male","M","< 1 year","1",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Powder River County, MT","30075","Male","M","1-4 years","1-4",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Powder River County, MT","30075","Male","M","5-9 years","5-9",0,216,0.0,0.0,0.0
,"Powder River County, MT","30075","Male","M","10-14 years","10-14",0,152,0.0,0.0,0.0
,"Powder River County, MT","30075","Male","M","15-19 years","15-19",Suppressed,212,Suppressed,Suppressed,Suppressed
,"Powder River County, MT","30075","Male","M","20-24 years","20-24",Suppressed,167,Suppressed,Suppressed,Suppressed
,"Powder River County, MT","30075","Male","M","25-29 years","25-29",0,234,0.0,0.0,0.0
,"Powder River County, MT","30075","Male","M","30-34 years","30-34",Suppressed,238,Suppressed,Suppressed,Suppressed
,"Powder River County, MT","30075","Male","M","35-39 years","35-39",Suppressed,217,Suppressed,Suppressed,Suppressed
,"Powder River County, MT","30075","Male","M","40-44 years","40-44",Suppressed,245,Suppressed,Suppressed,Suppressed
,"Powder River County, MT","30075","Male","M","45-49 years","45-49",Suppressed,163,Suppressed,Suppressed,Suppressed
,"Powder River County, MT","30075","Male","M","50-54 years","50-54",Suppressed,193,Suppressed,Suppressed,Suppressed
,"Powder River County, MT","30075","Male","M","55-59 years","55-59",Suppressed,345,Suppressed,Suppressed,Suppressed
,"Powder River County, MT","30075","Male","M","60-64 years ","60-64",Suppressed,446,Suppressed,Suppressed,Suppressed
,"Powder River County, MT","30075","Male","M","65-69 years","65-69",Suppressed,425,Suppressed,Suppressed,Suppressed
,"Powder River County, MT","30075","Male","M","70-74 years","70-74",Suppressed,414,Suppressed,Suppressed,Suppressed
,"Powder River County, MT","30075","Male","M","75-79 years","75-79",Suppressed,259,Suppressed,Suppressed,Suppressed
,"Powder River County, MT","30075","Male","M","80-84 years","80-84",Suppressed,104,Suppressed,Suppressed,Suppressed
,"Powder River County, MT","30075","Male","M","85-89 years","85-89",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Powder River County, MT","30075","Male","M","90-94 years","90-94",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Powder River County, MT","30075","Male","M","95-99 years","95-99",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Powder River County, MT","30075","Male","M","100+ years","100+",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Powder River County, MT","30075","Male","M","Not Stated","NS",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable
"Total","Powder River County, MT","30075","Male","M",,,51,4382,1163.9,866.6,1530.3
"Total","Powder River County, MT","30075",,,,,97,8585,1129.9,916.3,1378.4
,"Powell County, MT","30077","Female","F","< 1 year","1",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Powell County, MT","30077","Female","F","1-4 years","1-4",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Powell County, MT","30077","Female","F","5-9 years","5-9",0,680,0.0,0.0,0.0
,"Powell County, MT","30077","Female","F","10-14 years","10-14",0,751,0.0,0.0,0.0
,"Powell County, MT","30077","Female","F","15-19 years","15-19",Suppressed,614,Suppressed,Suppressed,Suppressed
,"Powell County, MT","30077","Female","F","20-24 years","20-24",Suppressed,596,Suppressed,Suppressed,Suppressed
,"Powell County, MT","30077","Female","F","25-29 years","25-29",0,635,0.0,0.0,0.0
,"Powell County, MT","30077","Female","F","30-34 years","30-34",0,576,0.0,0.0,0.0
,"Powell County, MT","30077","Female","F","35-39 years","35-39",0,662,0.0,0.0,0.0
,"Powell County, MT","30077","Female","F","40-44 years","40-44",Suppressed,768,Suppressed,Suppressed,Suppressed
,"Powell County, MT","30077","Female","F","45-49 years","45-49",Suppressed,607,Suppressed,Suppressed,Suppressed
,"Powell County, MT","30077","Female","F","50-54 years","50-54",Suppressed,745,Suppressed,Suppressed,Suppressed
,"Powell County, MT","30077","Female","F","55-59 years","55-59",Suppressed,956,Suppressed,Suppressed,Suppressed
,"Powell County, MT","30077","Female","F","60-64 years ","60-64",11,1136,968.3,483.4,1732.6
,"Powell County, MT","30077","Female","F","65-69 years","65-69",14,1058,1323.3,723.4,2220.2
,"Powell County, MT","30077","Female","F","70-74 years","70-74",12,928,1293.1,668.2,2258.8
,"Powell County, MT","30077","Female","F","75-79 years","75-79",28,698,4011.5,2665.6,5797.7
,"Powell County, MT","30077","Female","F","80-84 years","80-84",22,431,5104.4,3198.9,7728.1
,"Powell County, MT","30077","Female","F","85-89 years","85-89",29,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Powell County, MT","30077","Female","F","90-94 years","90-94",17,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Powell County, MT","30077","Female","F","95-99 years","95-99",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Powell County, MT","30077","Female","F","100+ years","100+",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Powell County, MT","30077","Female","F","Not Stated","NS",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable
"Total","Powell County, MT","30077","Female","F",,,156,12838,1215.1,1024.5,1405.8
,"Powell County, MT","30077","Male","M","< 1 year","1",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Powell County, MT","30077","Male","M","1-4 years","1-4",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Powell County, MT","30077","Male","M","5-9 years","5-9",0,738,0.0,0.0,0.0
,"Powell County, MT","30077","Male","M","10-14 years","10-14",0,793,0.0,0.0,0.0
,"Powell County, MT","30077","Male","M","15-19 years","15-19",0,788,0.0,0.0,0.0
,"Powell County, MT","30077","Male","M","20-24 years","20-24",Suppressed,1636,Suppressed,Suppressed,Suppressed
,"Powell County, MT","30077","Male","M","25-29 years","25-29",Suppressed,1857,Suppressed,Suppressed,Suppressed
,"Powell County, MT","30077","Male","M","30-34 years","30-34",Suppressed,1671,Suppressed,Suppressed,Suppressed
,"Powell County, MT","30077","Male","M","35-39 years","35-39",Suppressed,1788,Suppressed,Suppressed,Suppressed
,"Powell County, MT","30077","Male","M","40-44 years","40-44",Suppressed,1791,Suppressed,Suppressed,Suppressed
,"Powell County, MT","30077","Male","M","45-49 years","45-49",Suppressed,1825,Suppressed,Suppressed,Suppressed
,"Powell County, MT","30077","Male","M","50-54 years","50-54",10,1578,633.7,303.9,1165.4
,"Powell County, MT","30077","Male","M","55-59 years","55-59",18,1619,1111.8,658.9,1757.1
,"Powell County, MT","30077","Male","M","60-64 years ","60-64",33,1576,2093.9,1441.3,2940.6
,"Powell County, MT","30077","Male","M","65-69 years","65-69",30,1301,2305.9,1555.8,3291.8
,"Powell County, MT","30077","Male","M","70-74 years","70-74",39,1146,3403.1,2420.0,4652.2
,"Powell County, MT","30077","Male","M","75-79 years","75-79",25,735,3401.4,2201.2,5021.1
,"Powell County, MT","30077","Male","M","80-84 years","80-84",44,413,10653.8,7741.0,14302.1
,"Powell County, MT","30077","Male","M","85-89 years","85-89",24,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Powell County, MT","30077","Male","M","90-94 years","90-94",21,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Powell County, MT","30077","Male","M","95-99 years","95-99",12,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Powell County, MT","30077","Male","M","100+ years","100+",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Powell County, MT","30077","Male","M","Not Stated","NS",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable
"Total","Powell County, MT","30077","Male","M",,,285,22282,1279.1,1130.6,1427.6
"Total","Powell County, MT","30077",,,,,441,35120,1255.7,1138.5,1372.9
,"Prairie County, MT","30079","Female","F","< 1 year","1",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Prairie County, MT","30079","Female","F","1-4 years","1-4",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Prairie County, MT","30079","Female","F","5-9 years","5-9",0,142,0.0,0.0,0.0
,"Prairie County, MT","30079","Female","F","10-14 years","10-14",0,155,0.0,0.0,0.0
,"Prairie County, MT","30079","Female","F","15-19 years","15-19",0,107,0.0,0.0,0.0
,"Prairie County, MT","30079","Female","F","20-24 years","20-24",0,55,0.0,0.0,0.0
,"Prairie County, MT","30079","Female","F","25-29 years","25-29",0,98,0.0,0.0,0.0
,"Prairie County, MT","30079","Female","F","30-34 years","30-34",0,123,0.0,0.0,0.0
,"Prairie County, MT","30079","Female","F","35-39 years","35-39",0,121,0.0,0.0,0.0
,"Prairie County, MT","30079","Female","F","40-44 years","40-44",0,122,0.0,0.0,0.0
,"Prairie County, MT","30079","Female","F","45-49 years","45-49",0,108,0.0,0.0,0.0
,"Prairie County, MT","30079","Female","F","50-54 years","50-54",0,117,0.0,0.0,0.0
,"Prairie County, MT","30079","Female","F","55-59 years","55-59",Suppressed,141,Suppressed,Suppressed,Suppressed
,"Prairie County, MT","30079","Female","F","60-64 years ","60-64",Suppressed,229,Suppressed,Suppressed,Suppressed
,"Prairie County, MT","30079","Female","F","65-69 years","65-69",Suppressed,262,Suppressed,Suppressed,Suppressed
,"Prairie County, MT","30079","Female","F","70-74 years","70-74",Suppressed,312,Suppressed,Suppressed,Suppressed
,"Prairie County, MT","30079","Female","F","75-79 years","75-79",Suppressed,163,Suppressed,Suppressed,Suppressed
,"Prairie County, MT","30079","Female","F","80-84 years","80-84",Suppressed,117,Suppressed,Suppressed,Suppressed
,"Prairie County, MT","30079","Female","F","85-89 years","85-89",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Prairie County, MT","30079","Female","F","90-94 years","90-94",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Prairie County, MT","30079","Female","F","95-99 years","95-99",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Prairie County, MT","30079","Female","F","100+ years","100+",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Prairie County, MT","30079","Female","F","Not Stated","NS",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable
"Total","Prairie County, MT","30079","Female","F",,,35,2651,1320.3,919.6,1836.2
,"Prairie County, MT","30079","Male","M","< 1 year","1",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Prairie County, MT","30079","Male","M","1-4 years","1-4",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Prairie County, MT","30079","Male","M","5-9 years","5-9",0,201,0.0,0.0,0.0
,"Prairie County, MT","30079","Male","M","10-14 years","10-14",0,184,0.0,0.0,0.0
,"Prairie County, MT","30079","Male","M","15-19 years","15-19",0,91,0.0,0.0,0.0
,"Prairie County, MT","30079","Male","M","20-24 years","20-24",0,73,0.0,0.0,0.0
,"Prairie County, MT","30079","Male","M","25-29 years","25-29",0,81,0.0,0.0,0.0
,"Prairie County, MT","30079","Male","M","30-34 years","30-34",Suppressed,130,Suppressed,Suppressed,Suppressed
,"Prairie County, MT","30079","Male","M","35-39 years","35-39",0,130,0.0,0.0,0.0
